id1	id2	phi
308	309	0.5
308	310	0.5
308	311	0.5
309	310	0.5
309	311	0.5
310	311	0.5
312	314	0.5
312	315	0.5
313	314	0.5
313	315	0.5
314	315	0.5
316	318	0.5
316	319	0.5
317	318	0.5
317	319	0.5
318	319	0.5
320	322	0.5
320	323	0.5
320	324	0.5
321	322	0.5
321	323	0.5
321	324	0.5
322	323	0.5
322	324	0.5
323	324	0.5
325	327	0.5
325	328	0.5
326	327	0.5
326	328	0.5
327	328	0.5
329	331	0.5
329	332	0.5
330	331	0.5
330	332	0.5
331	332	0.5
333	335	0.5
333	336	0.5
334	335	0.5
334	336	0.5
335	336	0.5
337	339	0.5
337	340	0.5
338	339	0.5
338	340	0.5
339	340	0.5
341	343	0.5
341	344	0.5
342	343	0.5
342	344	0.5
343	344	0.5
345	347	0.5
345	348	0.5
346	347	0.5
346	348	0.5
347	348	0.5
349	350	0.5
349	351	0.5
350	351	0.5
350	352	0.5
351	352	0.5
353	355	0.5
353	356	0.5
354	355	0.5
354	356	0.5
355	356	0.5
355	357	0.5
356	357	0.5
358	360	0.5
359	360	0.5
361	363	0.5
361	364	0.5
362	363	0.5
362	364	0.5
363	364	0.5
365	367	0.5
365	368	0.5
366	367	0.5
366	368	0.5
367	368	0.5
369	371	0.5
369	372	0.5
370	371	0.5
370	372	0.5
371	372	0.5
373	375	0.5
373	376	0.5
374	375	0.5
374	376	0.5
375	376	0.5
377	379	0.5
377	380	0.5
377	381	0.5
378	379	0.5
378	380	0.5
378	381	0.5
379	380	0.5
379	381	0.5
379	382	0.5
380	381	0.5
380	382	0.5
381	382	0.5
383	385	0.5
383	386	0.5
383	387	0.5
383	388	0.5
384	385	0.5
384	386	0.5
384	387	0.5
384	388	0.5
385	386	0.5
385	387	0.5
385	388	0.5
386	387	0.5
386	388	0.5
387	388	0.5
389	391	0.5
389	392	0.5
390	391	0.5
390	392	0.5
391	392	0.5
393	395	0.5
393	396	0.5
394	395	0.5
394	396	0.5
395	396	0.5
397	399	0.5
397	400	0.5
398	399	0.5
398	400	0.5
399	400	0.5
401	403	0.5
401	404	0.5
402	403	0.5
402	404	0.5
403	404	0.5
405	407	0.5
405	408	0.5
406	407	0.5
406	408	0.5
407	408	0.5
409	411	0.5
409	412	0.5
410	411	0.5
410	412	0.5
411	412	0.5
413	415	0.5
413	416	0.5
413	417	0.5
414	415	0.5
414	416	0.5
414	417	0.5
415	416	0.5
415	417	0.5
416	417	0.5
418	420	0.5
418	421	0.5
419	420	0.5
419	421	0.5
420	421	0.5
422	424	0.5
422	425	0.5
423	424	0.5
423	425	0.5
424	425	0.5
426	428	0.5
426	429	0.5
426	430	0.5
427	428	0.5
427	429	0.5
427	430	0.5
428	429	0.5
428	430	0.5
429	430	0.5
431	433	0.5
431	434	0.5
432	433	0.5
432	434	0.5
433	434	0.5
435	437	0.5
435	438	0.5
435	439	0.5
436	437	0.5
436	438	0.5
436	439	0.5
437	438	0.5
437	439	0.5
438	439	0.5
440	442	0.5
440	443	0.5
441	442	0.5
441	443	0.5
442	443	0.5
444	446	0.5
444	447	0.5
444	448	0.5
445	446	0.5
445	447	0.5
445	448	0.5
446	447	0.5
446	448	0.5
447	448	0.5
449	451	0.5
449	452	0.5
450	451	0.5
450	452	0.5
451	452	0.5
453	455	0.5
453	456	0.5
454	455	0.5
454	456	0.5
455	456	0.5
457	459	0.5
457	460	0.5
457	461	0.5
457	462	0.5
458	459	0.5
458	460	0.5
458	461	0.5
458	462	0.5
459	460	0.5
459	461	0.5
459	462	0.5
460	461	0.5
460	462	0.5
461	462	0.5
463	465	0.5
463	466	0.5
464	465	0.5
464	466	0.5
465	466	0.5
467	469	0.5
467	470	0.5
468	469	0.5
468	470	0.5
469	470	0.5
471	473	0.5
471	474	0.5
472	473	0.5
472	474	0.5
473	474	0.5
475	477	0.5
475	478	0.5
476	477	0.5
476	478	0.5
477	478	0.5
479	481	0.5
479	482	0.5
480	481	0.5
480	482	0.5
481	482	0.5
483	484	0.5
483	485	0.5
483	486	0.5
484	485	0.5
484	486	0.5
484	487	0.5
484	488	0.5
485	486	0.5
485	487	0.5
485	488	0.5
486	487	0.5
486	488	0.5
489	491	0.5
489	492	0.5
489	493	0.5
490	491	0.5
490	492	0.5
490	493	0.5
491	492	0.5
491	493	0.5
492	493	0.5
494	496	0.5
494	497	0.5
495	496	0.5
495	497	0.5
496	497	0.5
498	500	0.5
498	501	0.5
498	502	0.5
499	500	0.5
499	501	0.5
499	502	0.5
500	501	0.5
500	502	0.5
501	502	0.5
503	505	0.5
503	506	0.5
504	505	0.5
504	506	0.5
505	506	0.5
507	509	0.5
507	510	0.5
508	509	0.5
508	510	0.5
509	510	0.5
511	513	0.5
511	514	0.5
512	513	0.5
512	514	0.5
513	514	0.5
515	517	0.5
515	518	0.5
516	517	0.5
516	518	0.5
517	518	0.5
519	521	0.5
519	522	0.5
520	521	0.5
520	522	0.5
521	522	0.5
523	525	0.5
523	526	0.5
524	525	0.5
524	526	0.5
525	526	0.5
527	529	0.5
528	529	0.5
530	532	0.5
530	533	0.5
530	534	0.5
531	532	0.5
531	533	0.5
531	534	0.5
532	533	0.5
532	534	0.5
533	534	0.5
535	537	0.5
535	538	0.5
535	539	0.5
536	537	0.5
536	538	0.5
536	539	0.5
537	538	0.5
537	539	0.5
538	539	0.5
540	542	0.5
540	543	0.5
541	542	0.5
541	543	0.5
542	543	0.5
544	546	0.5
544	547	0.5
545	546	0.5
545	547	0.5
546	547	0.5
548	550	0.5
548	551	0.5
549	550	0.5
549	551	0.5
550	551	0.5
552	554	0.5
552	555	0.5
553	554	0.5
553	555	0.5
554	555	0.5
556	558	0.5
556	559	0.5
557	558	0.5
557	559	0.5
558	559	0.5
560	562	0.5
560	563	0.5
561	562	0.5
561	563	0.5
562	563	0.5
564	566	0.5
564	567	0.5
565	566	0.5
565	567	0.5
566	567	0.5
568	570	0.5
569	570	0.5
571	573	0.5
571	574	0.5
572	573	0.5
572	574	0.5
573	574	0.5
575	577	0.5
575	578	0.5
576	577	0.5
576	578	0.5
577	578	0.5
579	581	0.5
579	582	0.5
580	581	0.5
580	582	0.5
581	582	0.5
583	585	0.5
583	586	0.5
583	587	0.5
584	585	0.5
584	586	0.5
584	587	0.5
585	586	0.5
585	587	0.5
586	587	0.5
588	590	0.5
588	591	0.5
589	590	0.5
589	591	0.5
590	591	0.5
592	594	0.5
592	595	0.5
593	594	0.5
593	595	0.5
594	595	0.5
596	598	0.5
596	599	0.5
597	598	0.5
597	599	0.5
598	599	0.5
600	602	0.5
600	603	0.5
601	602	0.5
601	603	0.5
602	603	0.5
604	606	0.5
604	607	0.5
605	606	0.5
605	607	0.5
606	607	0.5
608	610	0.5
608	611	0.5
609	610	0.5
609	611	0.5
610	611	0.5
612	614	0.5
612	615	0.5
613	614	0.5
613	615	0.5
614	615	0.5
616	618	0.5
616	619	0.5
616	620	0.5
617	618	0.5
617	619	0.5
617	620	0.5
618	619	0.5
618	620	0.5
619	620	0.5
621	622	0.5
621	623	0.5
621	624	0.5
621	625	0.5
621	626	0.5
621	627	0.5
621	628	0.5
622	623	0.5
622	624	0.5
622	625	0.5
622	626	0.5
623	624	0.5
623	625	0.5
623	626	0.5
623	627	0.5
623	628	0.5
624	625	0.5
624	626	0.5
624	627	0.5
624	628	0.5
625	626	0.5
625	627	0.5
625	628	0.5
626	627	0.5
626	628	0.5
629	631	0.5
629	632	0.5
630	631	0.5
630	632	0.5
631	632	0.5
633	635	0.5
633	636	0.5
634	635	0.5
634	636	0.5
635	636	0.5
637	639	0.5
637	640	0.5
638	639	0.5
638	640	0.5
639	640	0.5
641	643	0.5
641	644	0.5
642	643	0.5
642	644	0.5
643	644	0.5
645	647	0.5
645	648	0.5
646	647	0.5
646	648	0.5
647	648	0.5
649	651	0.5
649	652	0.5
649	653	0.5
650	651	0.5
650	652	0.5
650	653	0.5
651	652	0.5
651	653	0.5
652	653	0.5
654	656	0.5
655	656	0.5
657	659	0.5
657	660	0.5
657	661	0.5
658	659	0.5
658	660	0.5
658	661	0.5
659	660	0.5
659	661	0.5
660	661	0.5
662	664	0.5
662	665	0.5
663	664	0.5
663	665	0.5
664	665	0.5
666	668	0.5
666	669	0.5
667	668	0.5
667	669	0.5
668	669	0.5
670	672	0.5
670	673	0.5
671	672	0.5
671	673	0.5
672	673	0.5
674	676	0.5
674	677	0.5
674	678	0.5
675	676	0.5
675	677	0.5
675	678	0.5
676	677	0.5
676	678	0.5
677	678	0.5
679	681	0.5
679	682	0.5
680	681	0.5
680	682	0.5
681	682	0.5
683	685	0.5
683	686	0.5
684	685	0.5
684	686	0.5
685	686	0.5
687	689	0.5
687	690	0.5
687	691	0.5
688	689	0.5
688	690	0.5
688	691	0.5
689	690	0.5
689	691	0.5
690	691	0.5
692	694	0.5
692	695	0.5
693	694	0.5
693	695	0.5
694	695	0.5
696	698	0.5
696	699	0.5
696	700	0.5
697	698	0.5
697	699	0.5
697	700	0.5
698	699	0.5
698	700	0.5
699	700	0.5
701	703	0.5
701	704	0.5
701	705	0.5
702	703	0.5
702	704	0.5
702	705	0.5
703	704	0.5
703	705	0.5
704	705	0.5
706	708	0.5
706	709	0.5
706	710	0.5
707	708	0.5
707	709	0.5
707	710	0.5
708	709	0.5
708	710	0.5
709	710	0.5
711	713	0.5
711	714	0.5
711	715	0.5
712	713	0.5
712	714	0.5
712	715	0.5
713	714	0.5
713	715	0.5
714	715	0.5
716	718	0.5
716	719	0.5
717	718	0.5
717	719	0.5
718	719	0.5
720	722	0.5
720	723	0.5
721	722	0.5
721	723	0.5
722	723	0.5
724	726	0.5
724	727	0.5
725	726	0.5
725	727	0.5
726	727	0.5
728	730	0.5
728	731	0.5
729	730	0.5
729	731	0.5
730	731	0.5
732	734	0.5
732	735	0.5
733	734	0.5
733	735	0.5
734	735	0.5
736	738	0.5
736	739	0.5
736	740	0.5
737	738	0.5
737	739	0.5
737	740	0.5
738	739	0.5
738	740	0.5
739	740	0.5
741	743	0.5
741	744	0.5
741	745	0.5
742	743	0.5
742	744	0.5
742	745	0.5
743	744	0.5
743	745	0.5
744	745	0.5
746	748	0.5
746	749	0.5
746	750	0.5
747	748	0.5
747	749	0.5
747	750	0.5
748	749	0.5
748	750	0.5
749	750	0.5
751	753	0.5
751	754	0.5
752	753	0.5
752	754	0.5
753	754	0.5
755	757	0.5
755	758	0.5
756	757	0.5
756	758	0.5
757	758	0.5
759	761	0.5
759	762	0.5
760	761	0.5
760	762	0.5
761	762	0.5
763	765	0.5
763	766	0.5
764	765	0.5
764	766	0.5
765	766	0.5
767	769	0.5
767	770	0.5
768	769	0.5
768	770	0.5
769	770	0.5
771	773	0.5
771	774	0.5
772	773	0.5
772	774	0.5
773	774	0.5
775	777	0.5
775	778	0.5
776	777	0.5
776	778	0.5
777	778	0.5
779	781	0.5
779	782	0.5
779	783	0.5
780	781	0.5
780	782	0.5
780	783	0.5
781	782	0.5
781	783	0.5
782	783	0.5
784	786	0.5
784	787	0.5
785	786	0.5
785	787	0.5
786	787	0.5
788	790	0.5
789	790	0.5
791	793	0.5
791	794	0.5
791	795	0.5
792	793	0.5
792	794	0.5
792	795	0.5
793	794	0.5
793	795	0.5
794	795	0.5
796	798	0.5
796	799	0.5
797	798	0.5
797	799	0.5
798	799	0.5
800	802	0.5
800	803	0.5
801	802	0.5
801	803	0.5
802	803	0.5
802	804	0.5
803	804	0.5
805	807	0.5
805	808	0.5
805	809	0.5
806	807	0.5
806	808	0.5
806	809	0.5
807	808	0.5
807	809	0.5
808	809	0.5
810	812	0.5
810	813	0.5
811	812	0.5
811	813	0.5
812	813	0.5
814	816	0.5
814	817	0.5
814	818	0.5
814	819	0.5
815	816	0.5
815	817	0.5
815	818	0.5
815	819	0.5
816	817	0.5
816	818	0.5
816	819	0.5
816	820	0.5
817	818	0.5
817	819	0.5
817	820	0.5
818	819	0.5
818	820	0.5
819	820	0.5
821	823	0.5
821	824	0.5
822	823	0.5
822	824	0.5
823	824	0.5
825	827	0.5
825	828	0.5
826	827	0.5
826	828	0.5
827	828	0.5
829	831	0.5
829	832	0.5
830	831	0.5
830	832	0.5
831	832	0.5
833	835	0.5
833	836	0.5
834	835	0.5
834	836	0.5
835	836	0.5
837	839	0.5
837	840	0.5
838	839	0.5
838	840	0.5
839	840	0.5
841	843	0.5
841	844	0.5
842	843	0.5
842	844	0.5
843	844	0.5
845	847	0.5
845	848	0.5
846	847	0.5
846	848	0.5
847	848	0.5
849	851	0.5
849	852	0.5
850	851	0.5
850	852	0.5
851	852	0.5
853	855	0.5
853	856	0.5
854	855	0.5
854	856	0.5
855	856	0.5
857	859	0.5
857	860	0.5
858	859	0.5
858	860	0.5
859	860	0.5
861	863	0.5
861	864	0.5
861	865	0.5
862	863	0.5
862	864	0.5
862	865	0.5
863	864	0.5
863	865	0.5
864	865	0.5
866	868	0.5
866	869	0.5
867	868	0.5
867	869	0.5
868	869	0.5
869	869	0.5
